2019-01-23_12_51_31;happy
2019-01-23_12_52_33;happy
2019-01-23_12_54_38;neutral
2019-01-23_12_55_40;happy
2019-01-23_12_56_42;sadness
2019-01-23_12_57_44;happy
2019-01-23_12_58_46;neutral
2019-01-23_13_00_50;anger
2019-01-23_13_01_51;happy
2019-01-23_13_02_53;neutral
2019-01-23_13_03_55;anger
2019-01-23_13_04_57;happy
2019-01-23_13_05_59;happy
2019-01-23_13_07_01;neutral
2019-01-23_13_08_03;happy
2019-01-23_13_09_10;sadness
2019-01-23_13_11_14;anger
2019-01-23_13_14_19;neutral
2019-01-23_13_17_46;happy
2019-01-23_13_23_59;neutral
2019-01-23_13_26_03;neutral
2019-01-23_13_30_07;happy
2019-01-23_13_33_49;happy
2019-01-23_13_34_51;happy
2019-01-23_13_41_54;happy
2019-01-23_13_42_56;happy
2019-01-23_13_48_05;happy
2019-01-23_13_49_07;anger
2019-01-23_13_50_10;happy
2019-01-23_13_51_11;neutral
2019-01-23_13_52_13;neutral
2019-01-23_14_00_28;happy
2019-01-23_14_01_30;neutral
2019-01-23_14_02_32;happy
2019-01-23_14_03_34;happy
2019-01-23_14_04_36;anger
2019-01-23_14_05_38;neutral
2019-01-23_14_06_40;neutral
2019-01-23_14_07_42;happy
2019-01-23_14_09_46;happy
2019-01-23_14_10_48;happy
2019-01-23_14_11_50;happy
2019-01-23_14_12_52;anger
2019-01-25_10_33_10;happy
2019-01-25_10_34_30;happy
2019-01-25_10_35_32;neutral
2019-01-25_10_36_34;happy
2019-01-25_10_37_36;happy
2019-01-25_10_41_43;neutral
2019-01-25_10_42_46;happy
2019-01-25_10_43_48;neutral
2019-01-25_10_44_50;neutral
2019-01-25_10_45_52;sadness
2019-01-25_10_46_54;neutral
2019-01-25_10_47_56;sadness
2019-01-25_10_48_58;sadness
2019-01-25_10_50_00;neutral
2019-01-25_10_51_02;sadness
2019-01-25_10_52_04;happy
2019-01-25_10_53_06;sadness
2019-01-25_10_54_08;sadness
2019-01-25_10_55_10;sadness
2019-01-25_10_56_12;surprise
2019-01-25_10_57_14;sadness
2019-01-25_10_58_15;neutral
2019-01-25_10_59_17;sadness
2019-01-25_11_00_22;neutral
2019-01-25_11_01_24;sadness
2019-01-25_11_02_26;neutral
2019-01-25_11_03_28;happy
2019-01-25_11_04_30;neutral
2019-01-25_11_05_32;neutral
2019-01-25_11_06_33;neutral
2019-01-25_11_07_35;neutral
2019-01-25_11_08_37;happy
2019-01-25_11_09_39;happy
2019-01-25_11_10_41;neutral
2019-01-25_11_11_43;happy
2019-01-25_11_12_45;happy
2019-01-25_11_13_47;happy
2019-01-25_11_14_49;happy
2019-01-25_11_15_51;happy
2019-01-25_11_16_53;happy
2019-01-25_11_17_55;anger
2019-01-25_11_18_57;sadness
2019-01-25_11_19_59;happy
2019-01-25_11_21_01;neutral
2019-01-25_11_22_03;neutral
2019-01-25_11_23_05;happy
2019-01-25_11_24_07;happy
2019-01-25_11_25_09;sadness
2019-01-25_11_27_12;neutral
2019-01-25_11_39_08;neutral
2019-01-25_11_42_14;neutral
2019-01-25_11_43_16;happy
2019-01-25_11_45_19;sadness
2019-01-25_11_46_21;happy
2019-01-25_11_57_41;neutral
2019-01-25_11_58_48;surprise
2019-01-25_12_00_51;surprise
2019-01-25_12_01_53;happy
2019-01-25_12_02_55;happy
2019-01-25_12_03_58;sadness
2019-01-25_12_05_00;happy
2019-01-25_12_06_02;neutral
2019-01-25_12_07_04;happy
2019-01-25_12_08_06;happy
2019-01-25_12_09_08;happy
2019-01-25_12_10_10;neutral
2019-01-25_12_11_12;happy
2019-01-25_12_12_14;happy
2019-01-25_12_13_16;neutral
2019-01-25_12_14_18;neutral
2019-01-25_12_15_20;neutral
2019-01-25_12_16_22;anger
2019-01-25_12_17_24;sadness
2019-01-25_12_18_25;happy
2019-01-25_12_19_27;anger
2019-01-25_12_20_29;happy
2019-01-25_12_28_34;happy
2019-01-25_12_29_36;happy
2019-01-25_12_30_38;neutral
2019-01-25_12_31_40;happy
2019-01-25_12_32_42;neutral
2019-01-25_12_33_44;happy
2019-01-25_12_34_46;neutral
2019-01-25_12_35_48;happy
2019-01-25_12_36_50;happy
2019-01-25_12_37_52;neutral
2019-01-25_12_38_54;neutral
